,Имя покупателя,Дата выдачи,сумма займа,процент годовых,название банка
11799,Семенов Артём,2022-10-20,16500,1.0,ВАШ БАНК
11800,Тимофеева Кира,2022-1-20,30000,0.5,Стальстрой банк
11801,Александрова Арина,2020-8-5,10100,2.0,ВАШ БАНК
11802,Крылова Виктория,2020-11-13,34000,0.5,Стальстрой банк
11803,Поляков Тимофей,2018-6-20,46000,0.5,Стальстрой банк
11804,Егорова София,2021-1-20,42000,0.5,Стальстрой банк
11805,Елисеев Артём,2022-6-4,3600,7.0,Инвестбанк
11806,Прохорова Мария,2022-1-6,8400,3.0,ВАШ БАНК
11807,Пирогова София,2019-1-28,500,10.0,РосТоргПром банк
11808,Архипова Майя,2019-3-22,4100,6.0,Инвестбанк
11809,Карасев Кирилл,2018-3-14,2100,8.0,Инвестбанк
11810,Алексеева Мария,2018-6-4,46000,0.5,Стальстрой банк
11811,Миронова Стефания,2022-11-5,500,10.0,РосТоргПром банк
11812,Гришина Светлана,2021-1-27,4100,6.0,Инвестбанк
11813,Румянцева Виктория,2019-2-1,48000,0.5,Стальстрой банк
11814,Миронова Стефания,2019-7-4,45000,0.5,Стальстрой банк
11815,Сорокина Кира,2019-2-18,14600,2.0,ВАШ БАНК
11816,Новиков Роберт,2020-9-26,9100,3.0,ВАШ БАНК
11817,Юдин Михаил,2019-4-5,4600,6.0,Инвестбанк
11818,Хомяков Олег,2019-11-23,2200,8.0,РосТоргПром банк
11819,Филиппов Олег,2018-1-13,8000,3.0,ВАШ БАНК
11820,Данилова Александра,2021-3-8,15800,1.0,ВАШ БАНК
11821,Иванова Екатерина,2022-3-17,33000,0.5,Стальстрой банк
11822,Тимофеева Кира,2020-2-11,25000,0.5,Стальстрой банк
11823,Крылова Виктория,2022-3-2,44000,0.5,Стальстрой банк
11824,Зимин Николай,2022-9-2,34000,0.5,Стальстрой банк
11825,Петрова Александра,2021-4-25,2000,9.0,Инвестбанк
11826,Сорокина Кира,2021-1-6,19600,1.0,ВАШ БАНК
11827,Краснов Михаил,2018-4-2,15900,1.0,ВАШ БАНК
11828,Касаткин Сергей,2019-3-8,9600,3.0,ВАШ БАНК
11829,Егоров Иван,2022-2-17,17200,1.0,ВАШ БАНК
11830,Артемова София,2021-12-4,3200,7.0,РосТоргПром банк
11831,Соколов Илья,2019-4-22,47000,0.5,Стальстрой банк
11832,Субботин Илья,2019-11-10,3300,7.0,Инвестбанк
11833,Иванов Тимур,2021-12-25,3400,7.0,Инвестбанк
11834,Некрасов Максим,2022-11-23,4200,6.0,Инвестбанк
11835,Лобанов Кирилл,2018-8-19,16500,1.0,ВАШ БАНК
11836,Титова Дарья,2022-3-8,3800,7.0,РосТоргПром банк
11837,Карасев Иван,2019-7-3,43000,0.5,Стальстрой банк
11838,Кулакова Марьям,2022-8-5,4800,6.0,РосТоргПром банк
11839,Головин Олег,2021-4-13,13900,2.0,ВАШ БАНК
11840,Меркулова Марина,2022-10-27,18100,1.0,ВАШ БАНК
11841,Иванова Яна,2018-1-23,1400,9.0,РосТоргПром банк
11842,Соколова Дарья,2019-9-19,13900,2.0,ВАШ БАНК
11843,Богомолов Егор,2018-9-20,1100,9.0,Инвестбанк
11844,Степанов Михаил,2022-8-3,2000,9.0,РосТоргПром банк
11845,Сорокина Кира,2019-3-11,1100,9.0,РосТоргПром банк
11846,Родионов Данила,2018-5-8,26000,0.5,Стальстрой банк
11847,Жданова Кира,2022-6-26,3000,8.0,РосТоргПром банк
11848,Никитин Елисей,2019-1-18,10300,2.0,ВАШ БАНК
11849,Агафонов Ярослав,2019-3-28,14700,2.0,ВАШ БАНК
11850,Князева Анна,2018-6-22,3200,7.0,РосТоргПром банк
11851,Русанова Майя,2020-4-2,3100,7.0,РосТоргПром банк
11852,Губанова Алина,2019-8-3,11600,2.0,ВАШ БАНК
11853,Соколова Елизавета,2018-10-8,16700,1.0,ВАШ БАНК
11854,Новиков Егор,2019-6-14,36000,0.5,Стальстрой банк
11855,Журавлев Давид,2021-7-24,2500,8.0,РосТоргПром банк
11856,Смирнов Герман,2019-4-9,48000,0.5,Стальстрой банк
11857,Давыдов Матвей,2019-10-14,700,10.0,Инвестбанк
11858,Алексеев Григорий,2022-7-8,28000,0.5,Стальстрой банк
11859,Зорина Василиса,2018-6-25,3500,7.0,Инвестбанк
11860,Михайлов Михаил,2020-7-17,27000,0.5,Стальстрой банк
11861,Лебедев Иван,2021-4-14,19300,1.0,ВАШ БАНК
11862,Лобанов Роман,2018-4-3,19800,1.0,ВАШ БАНК
11863,Попов Степан,2019-10-18,4500,6.0,РосТоргПром банк
11864,Макаров Матвей,2022-12-13,3400,7.0,Инвестбанк
11865,Иванова Алиса,2021-12-4,4300,6.0,РосТоргПром банк
11866,Краснова Анастасия,2022-7-11,40000,0.5,Стальстрой банк
11867,Козлова Виктория,2021-1-5,4800,6.0,РосТоргПром банк
11868,Павлов Владимир,2018-11-21,3900,7.0,РосТоргПром банк
11869,Поляков Всеволод,2018-6-8,44000,0.5,Стальстрой банк
11870,Карасев Кирилл,2019-3-14,36000,0.5,Стальстрой банк
11871,Романова Евгения,2021-10-10,16900,1.0,ВАШ БАНК
11872,Соловьева Алиса,2022-10-22,15700,1.0,ВАШ БАНК
11873,Тихонова Юлия,2020-3-27,3300,7.0,Инвестбанк
11874,Игнатьев Иван,2020-8-1,16500,1.0,ВАШ БАНК
11875,Соколов Илья,2022-6-14,2200,8.0,Инвестбанк
11876,Жукова Милана,2019-4-1,1800,9.0,РосТоргПром банк
11877,Майоров Никита,2020-5-12,3700,7.0,РосТоргПром банк
11878,Гришин Артём,2022-9-7,1000,10.0,РосТоргПром банк
11879,Кузнецова Марина,2022-10-17,3500,7.0,Инвестбанк
11880,Куликов Фёдор,2018-4-25,3800,7.0,Инвестбанк
11881,Яковлев Алексей,2021-9-2,16400,1.0,ВАШ БАНК
11882,Соколова Вероника,2020-9-11,41000,0.5,Стальстрой банк
11883,Михеева Екатерина,2020-10-9,8800,3.0,ВАШ БАНК
11884,Жукова Милана,2019-11-11,3100,7.0,РосТоргПром банк
11885,Новиков Егор,2018-9-20,1100,9.0,РосТоргПром банк
11886,Демидова Эмма,2020-10-6,3500,7.0,Инвестбанк
11887,Богомолов Егор,2020-3-7,3700,7.0,РосТоргПром банк
11888,Жуков Арсений,2022-10-14,3800,7.0,РосТоргПром банк
11889,Новиков Фёдор,2020-6-20,3200,7.0,РосТоргПром банк
11890,Ларионова Стефания,2020-6-13,4600,6.0,РосТоргПром банк
11891,Иванова Анна,2021-7-2,4100,6.0,Инвестбанк
11892,Павлова Нина,2019-6-14,600,10.0,РосТоргПром банк
11893,Юдин Михаил,2022-7-10,41000,0.5,Стальстрой банк
11894,Карасев Иван,2018-12-7,2300,8.0,Инвестбанк
11895,Жуков Арсений,2020-11-22,3500,7.0,Инвестбанк
11896,Сухарева Малика,2022-12-18,15500,1.0,ВАШ БАНК
11897,Егоров Иван,2019-3-5,4800,6.0,Инвестбанк
11898,Тимофеева Кира,2022-9-17,900,10.0,РосТоргПром банк
11899,Лобанов Святослав,2021-4-16,1800,9.0,Инвестбанк
11900,Иванов Алексей,2018-3-11,3600,7.0,РосТоргПром банк
11901,Иванова Алиса,2021-8-13,3000,8.0,Инвестбанк
11902,Демидов Артур,2019-3-18,4700,6.0,Инвестбанк
11903,Иванов Тимур,2019-9-13,5000,6.0,РосТоргПром банк
11904,Сидоров Ярослав,2019-12-13,1100,9.0,Инвестбанк
11905,Туманов Владимир,2022-11-26,700,10.0,Инвестбанк
11906,Филиппов Олег,2021-5-28,26000,0.5,Стальстрой банк
11907,Прохорова Мария,2022-4-20,3500,7.0,РосТоргПром банк
11908,Зорина Василиса,2021-10-23,47000,0.5,Стальстрой банк
11909,Фирсова Ульяна,2019-3-19,44000,0.5,Стальстрой банк
11910,Чернова Евгения,2022-1-12,3400,7.0,Инвестбанк
11911,Родионов Данила,2020-1-3,3600,7.0,Инвестбанк
11912,Рыжов Алексей,2018-4-18,26000,0.5,Стальстрой банк
11913,Коровин Сергей,2021-6-18,3400,7.0,РосТоргПром банк
11914,Смирнов Марк,2021-8-28,1900,9.0,Инвестбанк
11915,Копылова Валерия,2021-7-21,35000,0.5,Стальстрой банк
11916,Ананьев Лев,2020-7-10,10300,2.0,ВАШ БАНК
11917,Савельева Мадина,2019-1-26,600,10.0,РосТоргПром банк
11918,Медведева Виктория,2019-6-20,2000,9.0,Инвестбанк
11919,Егорова Вероника,2021-4-27,16300,1.0,ВАШ БАНК
11920,Егоров Иван,2020-7-25,13700,2.0,ВАШ БАНК
11921,Васильев Сергей,2021-1-5,17400,1.0,ВАШ БАНК
11922,Соколова Вероника,2022-1-25,49000,0.5,Стальстрой банк
11923,Жукова Ева,2019-4-11,4900,6.0,Инвестбанк
11924,Майоров Никита,2019-2-27,1900,9.0,РосТоргПром банк
11925,Головин Олег,2022-11-22,1300,9.0,Инвестбанк
11926,Петрова Александра,2022-3-13,19600,1.0,ВАШ БАНК
11927,Пирогова София,2021-2-9,19800,1.0,ВАШ БАНК
11928,Грачева Ксения,2021-6-19,2600,8.0,РосТоргПром банк
11929,Никитин Георгий,2022-6-21,900,10.0,Инвестбанк
11930,Родионов Мирослав,2020-6-6,15400,1.0,ВАШ БАНК
11931,Жуков Арсений,2022-6-27,4100,6.0,Инвестбанк
11932,Румянцев Александр,2022-4-10,12600,2.0,ВАШ БАНК
11933,Коровин Сергей,2022-2-8,30000,0.5,Стальстрой банк
11934,Смирнова Олеся,2019-6-13,8300,3.0,ВАШ БАНК
11935,Акимов Артём,2022-6-15,46000,0.5,Стальстрой банк
11936,Васильев Максим,2022-9-16,4800,6.0,Инвестбанк
11937,Степанов Леонид,2021-5-13,2900,8.0,Инвестбанк
11938,Зорина Василиса,2021-1-14,2100,8.0,Инвестбанк
11939,Иванова Екатерина,2019-1-9,33000,0.5,Стальстрой банк
11940,Савельева София,2021-11-8,9000,3.0,ВАШ БАНК
11941,Ананьев Лев,2022-9-19,25000,0.5,Стальстрой банк
11942,Борисов Тимофей,2020-2-5,9800,3.0,ВАШ БАНК
11943,Смирнова Валерия,2022-11-27,1800,9.0,Инвестбанк
11944,Краснова Анастасия,2020-11-26,1400,9.0,РосТоргПром банк
11945,Соловьев Михаил,2022-9-20,29000,0.5,Стальстрой банк
11946,Дементьева Дарья,2021-4-24,3200,7.0,Инвестбанк
11947,Уткин Марк,2021-5-25,36000,0.5,Стальстрой банк
11948,Горбунова Мария,2021-7-26,48000,0.5,Стальстрой банк
11949,Тарасов Тимофей,2021-1-25,13900,2.0,ВАШ БАНК
11950,Комарова Аиша,2018-10-11,600,10.0,Инвестбанк
11951,Крылова Анна,2019-2-15,11900,2.0,ВАШ БАНК
11952,Куликова Елизавета,2020-7-1,900,10.0,РосТоргПром банк
11953,Акимов Артём,2018-8-10,31000,0.5,Стальстрой банк
11954,Майоров Никита,2022-7-25,41000,0.5,Стальстрой банк
11955,Родионов Лев,2019-7-11,16900,1.0,ВАШ БАНК
11956,Васильева Полина,2022-5-13,15700,1.0,ВАШ БАНК
11957,Коновалова Ирина,2022-12-19,2500,8.0,РосТоргПром банк
11958,Евдокимова Амелия,2021-3-21,4900,6.0,Инвестбанк
11959,Степанова Виктория,2019-3-12,12700,2.0,ВАШ БАНК
11960,Шишкина Алёна,2018-3-23,15500,1.0,ВАШ БАНК
11961,Елисеев Артём,2019-4-24,16000,1.0,ВАШ БАНК
11962,Смирнова Олеся,2020-7-5,3400,7.0,Инвестбанк
11963,Поляков Артемий,2020-4-8,4700,6.0,Инвестбанк
11964,Медведев Георгий,2022-9-3,4100,6.0,РосТоргПром банк
11965,Александрова Ангелина,2018-1-15,29000,0.5,Стальстрой банк
11966,Смирнова Валерия,2019-7-17,2900,8.0,Инвестбанк
11967,Степанова Виктория,2021-2-1,4000,7.0,РосТоргПром банк
11968,Медведева Виктория,2019-6-2,4000,7.0,Инвестбанк
